task_id,variant,run_id,video,start,end,hoop_config,model,imgsz,confidence,rim_tracker_kind,rim_reseed_every,upward_trigger,history_frames,release_dist_px,approach_dist_px,cooldown_frames,possession_dist_px,occlusion_gap_frames,attempt_to_made_window,enter_zone_radius_factor,horizontal_pad_factor,min_downward_velocity,use_yoloe,use_pose,sam3_cache
16,baseline_26,16,1v1-ddg.mp4,1797.96,1826.1,experiments/demo/hoop_configs/1v1-ddg.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,
17,baseline_26,17,1v1-ddg.mp4,1841.3,1862.12,experiments/demo/hoop_configs/1v1-ddg.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,
18,baseline_26,18,1v1-ddg.mp4,1875.16,1898.71,experiments/demo/hoop_configs/1v1-ddg.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,
19,baseline_26,19,1v1-ddg.mp4,1941.94,1966.68,experiments/demo/hoop_configs/1v1-ddg.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,
20,baseline_26,20,1v1-jason.mp4,264.09,292.77,experiments/demo/hoop_configs/1v1-jason.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,
21,baseline_26,21,1v1-jason.mp4,294.86,320.64,experiments/demo/hoop_configs/1v1-jason.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,
22,baseline_26,22,1v1-jason.mp4,335.18,364.35,experiments/demo/hoop_configs/1v1-jason.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,
23,baseline_26,23,1v1-jason.mp4,372.96,398.23,experiments/demo/hoop_configs/1v1-jason.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,
24,baseline_26,24,1v1-jason.mp4,546.18,571.73,experiments/demo/hoop_configs/1v1-jason.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,
25,baseline_26,25,1v1-jason.mp4,593.46,615.39,experiments/demo/hoop_configs/1v1-jason.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,
26,baseline_26,26,1v1-jason.mp4,642.98,664.27,experiments/demo/hoop_configs/1v1-jason.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,
27,baseline_26,27,1v1-jason.mp4,745.16,768.9,experiments/demo/hoop_configs/1v1-jason.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,
28,baseline_26,28,1v1-jason.mp4,866.24,889.56,experiments/demo/hoop_configs/1v1-jason.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,
29,baseline_26,29,1v1-jason.mp4,907.45,933.01,experiments/demo/hoop_configs/1v1-jason.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,
30,baseline_26,30,1v1-nasir.mp4,164.32,193.42,experiments/demo/hoop_configs/1v1-nasir.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,
31,baseline_26,31,1v1-nasir.mp4,538.87,562.79,experiments/demo/hoop_configs/1v1-nasir.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,
32,baseline_26,32,1v1-nasir.mp4,782.08,809.36,experiments/demo/hoop_configs/1v1-nasir.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,
33,baseline_26,33,1v1-nasir.mp4,1120.08,1143.56,experiments/demo/hoop_configs/1v1-nasir.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,
34,baseline_26,34,1v1-nasir.mp4,1379.7,1409.3,experiments/demo/hoop_configs/1v1-nasir.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,
35,baseline_26,35,1v1-nasir.mp4,1475.73,1498.45,experiments/demo/hoop_configs/1v1-nasir.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,
36,baseline_26,36,1v1-nasir.mp4,1586.98,1612.62,experiments/demo/hoop_configs/1v1-nasir.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,
37,baseline_26,37,1v1-nasir.mp4,1685.75,1709.78,experiments/demo/hoop_configs/1v1-nasir.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,
38,baseline_26,38,1v1-nasir.mp4,1734.99,1755.09,experiments/demo/hoop_configs/1v1-nasir.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,
39,baseline_26,39,1v1-nasir.mp4,2234.95,2255.7,experiments/demo/hoop_configs/1v1-nasir.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,
40,baseline_26,40,1v1-roy.mp4,74.54,102.65,experiments/demo/hoop_configs/1v1-roy.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,
41,baseline_26,41,1v1-roy.mp4,104.57,133.83,experiments/demo/hoop_configs/1v1-roy.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,
42,baseline_26,42,1v1-roy.mp4,145.84,168.36,experiments/demo/hoop_configs/1v1-roy.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,
43,baseline_26,43,1v1-roy.mp4,189.29,210.4,experiments/demo/hoop_configs/1v1-roy.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,
44,baseline_26,44,1v1-roy.mp4,225.27,250.59,experiments/demo/hoop_configs/1v1-roy.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,
45,baseline_26,45,1v1-roy.mp4,321.39,347.97,experiments/demo/hoop_configs/1v1-roy.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,
46,baseline_26,46,1v1-roy.mp4,378.97,406.22,experiments/demo/hoop_configs/1v1-roy.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,
47,baseline_26,47,1v1-roy.mp4,413.26,441.68,experiments/demo/hoop_configs/1v1-roy.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,
48,baseline_26,48,1v1-roy.mp4,623.65,651.36,experiments/demo/hoop_configs/1v1-roy.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,
49,baseline_26,49,1v1-roy.mp4,679.84,707.89,experiments/demo/hoop_configs/1v1-roy.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,
50,plus_sam3_1_26,0,1v1-mk.mov,139.96,166.57,experiments/demo/hoop_configs/1v1-mk.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
51,plus_sam3_1_26,1,1v1-mk.mov,173.69,202.44,experiments/demo/hoop_configs/1v1-mk.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
52,plus_sam3_1_26,2,1v1-mk.mov,258.59,286.05,experiments/demo/hoop_configs/1v1-mk.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
53,plus_sam3_1_26,3,1v1-mk.mov,289.06,318.66,experiments/demo/hoop_configs/1v1-mk.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
54,plus_sam3_1_26,4,1v1-mk.mov,371.37,391.64,experiments/demo/hoop_configs/1v1-mk.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
55,plus_sam3_1_26,5,1v1-mk.mov,514.69,541.74,experiments/demo/hoop_configs/1v1-mk.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
56,plus_sam3_1_26,6,1v1-mk.mov,635.64,663.3,experiments/demo/hoop_configs/1v1-mk.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
57,plus_sam3_1_26,7,1v1-mk.mov,723.13,748.35,experiments/demo/hoop_configs/1v1-mk.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
58,plus_sam3_1_26,8,1v1-mk.mov,836.0,864.46,experiments/demo/hoop_configs/1v1-mk.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
59,plus_sam3_1_26,9,1v1-mk.mov,884.84,908.86,experiments/demo/hoop_configs/1v1-mk.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
60,plus_sam3_1_26,10,1v1-ddg.mp4,490.29,519.85,experiments/demo/hoop_configs/1v1-ddg.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
61,plus_sam3_1_26,11,1v1-ddg.mp4,673.78,700.17,experiments/demo/hoop_configs/1v1-ddg.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
62,plus_sam3_1_26,12,1v1-ddg.mp4,792.21,812.38,experiments/demo/hoop_configs/1v1-ddg.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
63,plus_sam3_1_26,13,1v1-ddg.mp4,1494.44,1514.95,experiments/demo/hoop_configs/1v1-ddg.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
64,plus_sam3_1_26,14,1v1-ddg.mp4,1604.96,1626.38,experiments/demo/hoop_configs/1v1-ddg.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
65,plus_sam3_1_26,15,1v1-ddg.mp4,1731.29,1756.69,experiments/demo/hoop_configs/1v1-ddg.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
66,plus_sam3_1_26,16,1v1-ddg.mp4,1797.96,1826.1,experiments/demo/hoop_configs/1v1-ddg.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
67,plus_sam3_1_26,17,1v1-ddg.mp4,1841.3,1862.12,experiments/demo/hoop_configs/1v1-ddg.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
68,plus_sam3_1_26,18,1v1-ddg.mp4,1875.16,1898.71,experiments/demo/hoop_configs/1v1-ddg.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
69,plus_sam3_1_26,19,1v1-ddg.mp4,1941.94,1966.68,experiments/demo/hoop_configs/1v1-ddg.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
70,plus_sam3_1_26,20,1v1-jason.mp4,264.09,292.77,experiments/demo/hoop_configs/1v1-jason.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
71,plus_sam3_1_26,21,1v1-jason.mp4,294.86,320.64,experiments/demo/hoop_configs/1v1-jason.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
72,plus_sam3_1_26,22,1v1-jason.mp4,335.18,364.35,experiments/demo/hoop_configs/1v1-jason.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
73,plus_sam3_1_26,23,1v1-jason.mp4,372.96,398.23,experiments/demo/hoop_configs/1v1-jason.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
74,plus_sam3_1_26,24,1v1-jason.mp4,546.18,571.73,experiments/demo/hoop_configs/1v1-jason.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
75,plus_sam3_1_26,25,1v1-jason.mp4,593.46,615.39,experiments/demo/hoop_configs/1v1-jason.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
76,plus_sam3_1_26,26,1v1-jason.mp4,642.98,664.27,experiments/demo/hoop_configs/1v1-jason.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
77,plus_sam3_1_26,27,1v1-jason.mp4,745.16,768.9,experiments/demo/hoop_configs/1v1-jason.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
78,plus_sam3_1_26,28,1v1-jason.mp4,866.24,889.56,experiments/demo/hoop_configs/1v1-jason.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
79,plus_sam3_1_26,29,1v1-jason.mp4,907.45,933.01,experiments/demo/hoop_configs/1v1-jason.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
80,plus_sam3_1_26,30,1v1-nasir.mp4,164.32,193.42,experiments/demo/hoop_configs/1v1-nasir.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
81,plus_sam3_1_26,31,1v1-nasir.mp4,538.87,562.79,experiments/demo/hoop_configs/1v1-nasir.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
82,plus_sam3_1_26,32,1v1-nasir.mp4,782.08,809.36,experiments/demo/hoop_configs/1v1-nasir.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
83,plus_sam3_1_26,33,1v1-nasir.mp4,1120.08,1143.56,experiments/demo/hoop_configs/1v1-nasir.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
84,plus_sam3_1_26,34,1v1-nasir.mp4,1379.7,1409.3,experiments/demo/hoop_configs/1v1-nasir.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
85,plus_sam3_1_26,35,1v1-nasir.mp4,1475.73,1498.45,experiments/demo/hoop_configs/1v1-nasir.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
86,plus_sam3_1_26,36,1v1-nasir.mp4,1586.98,1612.62,experiments/demo/hoop_configs/1v1-nasir.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
87,plus_sam3_1_26,37,1v1-nasir.mp4,1685.75,1709.78,experiments/demo/hoop_configs/1v1-nasir.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
88,plus_sam3_1_26,38,1v1-nasir.mp4,1734.99,1755.09,experiments/demo/hoop_configs/1v1-nasir.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
89,plus_sam3_1_26,39,1v1-nasir.mp4,2234.95,2255.7,experiments/demo/hoop_configs/1v1-nasir.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
90,plus_sam3_1_26,40,1v1-roy.mp4,74.54,102.65,experiments/demo/hoop_configs/1v1-roy.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
91,plus_sam3_1_26,41,1v1-roy.mp4,104.57,133.83,experiments/demo/hoop_configs/1v1-roy.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
92,plus_sam3_1_26,42,1v1-roy.mp4,145.84,168.36,experiments/demo/hoop_configs/1v1-roy.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
93,plus_sam3_1_26,43,1v1-roy.mp4,189.29,210.4,experiments/demo/hoop_configs/1v1-roy.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
94,plus_sam3_1_26,44,1v1-roy.mp4,225.27,250.59,experiments/demo/hoop_configs/1v1-roy.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
95,plus_sam3_1_26,45,1v1-roy.mp4,321.39,347.97,experiments/demo/hoop_configs/1v1-roy.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
96,plus_sam3_1_26,46,1v1-roy.mp4,378.97,406.22,experiments/demo/hoop_configs/1v1-roy.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
97,plus_sam3_1_26,47,1v1-roy.mp4,413.26,441.68,experiments/demo/hoop_configs/1v1-roy.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
98,plus_sam3_1_26,48,1v1-roy.mp4,623.65,651.36,experiments/demo/hoop_configs/1v1-roy.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
99,plus_sam3_1_26,49,1v1-roy.mp4,679.84,707.89,experiments/demo/hoop_configs/1v1-roy.json,yolo26l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
100,full_ensemble_26,0,1v1-mk.mov,139.96,166.57,experiments/demo/hoop_configs/1v1-mk.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
101,full_ensemble_26,1,1v1-mk.mov,173.69,202.44,experiments/demo/hoop_configs/1v1-mk.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
102,full_ensemble_26,2,1v1-mk.mov,258.59,286.05,experiments/demo/hoop_configs/1v1-mk.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
103,full_ensemble_26,3,1v1-mk.mov,289.06,318.66,experiments/demo/hoop_configs/1v1-mk.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
104,full_ensemble_26,4,1v1-mk.mov,371.37,391.64,experiments/demo/hoop_configs/1v1-mk.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
105,full_ensemble_26,5,1v1-mk.mov,514.69,541.74,experiments/demo/hoop_configs/1v1-mk.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
106,full_ensemble_26,6,1v1-mk.mov,635.64,663.3,experiments/demo/hoop_configs/1v1-mk.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
107,full_ensemble_26,7,1v1-mk.mov,723.13,748.35,experiments/demo/hoop_configs/1v1-mk.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
108,full_ensemble_26,8,1v1-mk.mov,836.0,864.46,experiments/demo/hoop_configs/1v1-mk.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
109,full_ensemble_26,9,1v1-mk.mov,884.84,908.86,experiments/demo/hoop_configs/1v1-mk.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
110,full_ensemble_26,10,1v1-ddg.mp4,490.29,519.85,experiments/demo/hoop_configs/1v1-ddg.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
111,full_ensemble_26,11,1v1-ddg.mp4,673.78,700.17,experiments/demo/hoop_configs/1v1-ddg.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
112,full_ensemble_26,12,1v1-ddg.mp4,792.21,812.38,experiments/demo/hoop_configs/1v1-ddg.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
